"","SC00552A","SC00554A","SC00557A","SC00562A","SC00567A","SC00568A","SC00569A","SC00570A","SC00571A","SC00574A","SC00575A","SC00576A","SC00578A","SC00582A","SC00589A","SC00590A","SC00593A","SC00594A","SC00596A","SC00599A","SC00956A","SC00957A","SC00958A","SC00964A","SC00965A","SC00968A","SC00969A","SC00971A","SC00973A","SC00975A","SC00976A","SC00980A","SC00984A","SC00991A","SC00993A","SC00995A","SC00996A","SC00998A","SC00999A","SC01001A","SC01002A","SC01004A","SC01005A","SC01006A","SC01007A","SC01008A","SC01009A","SC01010A","SC01012A","SC01013A","SC01014A","SC01016A","SC01018A","SC01022A","SC01025A","SC01026A","SC01028A","SC01030A","SC01033A","SC01039A","SC01040A","SC01193A","SC01194A","SC01200A","SC01205A","SC01206A","SC01209A","SC01219A","SC01220A","SC01227A","SC01232A","SC01233A","SC01236A","SC01239A","SC01242A","SC01244A","SC01245A","SC01246A","SC01251A","SC01255A","SC01257A","SC01258A","SC01261A","SC01262A","SC01265A","SC01267A","SC01268A","SC01270A","SC01272A","SC01277A","SC01279A","SC01281A","SC01283A","SC01284A","SC01285A","SC01287A","SC01290A","SC01294A","SC01295A","SC01296A","SC01297A","SC01298A","SC01299A","SC01302A","SC01307A","SC01308A","SC01311A","SC01312A","SC01316A","SC01317A","SC01318A"
"FASTKD2","0.575947394874809","0.6477402194356","0.728648218601043","0.739672294326634","0.746102449136546","0.627312413305677","0.755513415966125","0.735827681878917","0.698496863768775","0.757581536212119","0.624381085035475","0.783256219895012","0.606745230279031","0.77552474697588","0.757825522268567","0.700650661200855","0.766283859117498","0.70907550224004","0.713925821321116","0.768050248853366","0.738693132167595","0.774824730132187","0.699640752710397","0.753818404484053","0.588365602430411","0.700929809885954","0.772908850393768","0.752063335911872","0.767006065451039","0.78360438275299","0.713332775683722","0.736425795968528","0.751775678673566","0.76772549044871","0.772648296452358","0.782449221620714","0.729495451943752","0.713332775683722","0.75205172668501","0.753502116431137","0.788913984907409","0.745783085689082","0.73088984752401","0.730168888713672","0.78846269709615","0.761649304574396","0.737655447788168","0.732922652355685","0.798827109520792","0.760820720605921","0.728292346658058","0.761110527758421","0.697389631423204","0.755426936786213","0.744524579110995","0.762571783467932","0.745966235505177","0.794161550061983","0.785939870548804","0.73349449333896","0.671860581436974","0.754797070736271","0.772127638772169","0.742224899337012","0.755104616095382","0.711307313476534","0.574876325957554","0.728803652133976","0.762669984060726","0.766155977836894","0.753803592167276","0.709538557724755","0.731447615909474","0.674074920909571","0.790730081397538","0.778006079645669","0.802270884675111","0.751071039202501","0.751044285600088","0.740223738181912","0.720217223845739","0.677820908974706","0.744310285680004","0.716161255175426","0.766311639440428","0.75914409058815","0.789518806596789","0.743397554599367","0.730568192401523","0.696290050547846","0.781097234569063","0.771221732753949","0.801048678795576","0.7832436700386","0.776016928358858","0.726464388734627","0.793254396599502","0.72331999665071","0.753271959878254","0.731466947244106","0.783562079721973","0.779526010412224","0.759752687893358","0.725922969235756","0.782934964175175","0.770389239419217","0.708246140498238","0.75453351559161","0.767535514489692","0.77210367750317","0.776287123171367"
"TMEM60","0.619819037056403","0.667945396895802","0.656032302284885","0.672592784513827","0.736352892077176","0.661283433718257","0.723251332319448","0.660247773831019","0.689736742310622","0.735232008831755","0.69273317174724","0.758092363460653","0.671783705362817","0.698224419856961","0.722124951078733","0.757891468409778","0.71586505094126","0.660634546718054","0.721036520029261","0.740238519029079","0.695123607782831","0.704960362941728","0.744040387090473","0.809634349966383","0.673036081196446","0.701996120188647","0.781361691943425","0.781613540656684","0.719562275825633","0.773484141181259","0.810541398099572","0.761649304574396","0.665031775871752","0.783655746599237","0.750324717093532","0.763180799864822","0.792170135084031","0.727501229679697","0.74635223922748","0.705938332889499","0.763972354611989","0.757799808103575","0.677800644274616","0.626385683251295","0.779319921253943","0.782974728722194","0.793202385211097","0.612853558552973","0.738796451649052","0.779991160403265","0.734526337092079","0.745451259648371","0.739372617531653","0.783865459751048","0.726930517661355","0.779136490538744","0.735753040726037","0.656474193509324","0.75182929420458","0.730937264963658","0.709839965858594","0.727390783165888","0.755355400831344","0.743956762108241","0.746614517582486","0.770766218805674","0.636862127751455","0.77075286922312","0.704595458281523","0.719934664645005","0.742325268589554","0.70154944194151","0.688214577809212","0.776016928358858","0.743681386248714","0.791185825749662","0.769693771134289","0.748913389117442","0.779005415940916","0.791688166209454","0.678145991634038","0.735649194942807","0.7527077923408","0.697668677375077","0.766991862292175","0.780113465183399","0.691447978508966","0.734761872001519","0.76360658307725","0.727501229679697","0.811146481954378","0.745302702368275","0.842864830494038","0.752151493217447","0.753022986776686","0.72258171252968","0.731247839261456","0.741516187066089","0.763167466098671","0.845324572028807","0.784364124259427","0.769125678926095","0.784486888597445","0.797959302650406","0.786270082504739","0.797104332543549","0.732253687344519","0.780315782976565","0.741543640510935","0.783577004320404","0.805602686258022"
"RPS13","0.781830920225856","0.713512848280512","0.708843726711946","0.727840574480649","0.665793654082618","0.708892321306605","0.72868077976263","0.651849123133383","0.72903730955769","0.798325321790039","0.68919026232499","0.772155047041693","0.708631375943916","0.685926753819705","0.680378179576995","0.743041737184456","0.687727503565667","0.658647157338726","0.709504772147424","0.778055860599444","0.692407732015835","0.746073847333052","0.715635771057641","0.770578603494964","0.707477628733981","0.678244440034158","0.800251635114888","0.699264464790469","0.732619108563896","0.812652406714731","0.812228780723659","0.726130211574985","0.662410268382998","0.726679242783321","0.740161677820981","0.833652955336941","0.665192172858932","0.691636339401356","0.699141293424892","0.735171647687555","0.725178144662186","0.726483335715268","0.635927522886271","0.662889248782852","0.727235523856613","0.742119653202532","0.753311906051429","0.700310398255448","0.777810301223277","0.747055105938983","0.759638947643298","0.746997831862704","0.724434254089404","0.789784910481106","0.702280260819145","0.702563274028598","0.696807209593898","0.746174438035098","0.722270808038842","0.675581541680015","0.642780939140399","0.674742992721781","0.757891468409778","0.705238071241982","0.679658808456545","0.677507690169664","0.662679394446971","0.765911271110336","0.699338358768874","0.700650661200855","0.756642482818865","0.715930751641921","0.650590487235804","0.748119277638279","0.797264299118935","0.766940036987125","0.752285767183605","0.690357723955722","0.7630437071599","0.720043420422109","0.716812697728674","0.733527335015768","0.769667689843546","0.786577319545971","0.729157919250145","0.716569439623832","0.751762952013326","0.77255131049129","0.758899852183526","0.713430320764459","0.830877179055949","0.76697730003797","0.795039695785903","0.836756694367915","0.83859910328317","0.773262822252327","0.79645260339026","0.721140494469582","0.70664895378805","0.838322137787932","0.753258127888952","0.794827883143187","0.800265654824617","0.827074689034071","0.789308550716191","0.870407746546324","0.783318511239679","0.830260194443828","0.785300086960725","0.876900105275472","0.840749491679664"
"CUTC","0.466256465984897","0.475692279798636","0.466796869771348","0.554247884711518","0.647032565460701","0.490105840039453","0.561016037816798","0.520117550071258","0.501373215328025","0.525752243783198","0.642438650556304","0.534981252695807","0.466629994295552","0.553994516039036","0.538277605985455","0.535020808152742","0.555150855136677","0.541226206954948","0.50141128466242","0.504168628834457","0.534027301147944","0.549182425064302","0.465000211827191","0.576691015653234","0.53282904761694","0.512024871308936","0.52047979051352","0.526176753882783","0.581535929188346","0.644671643334667","0.564364173536223","0.568680719198129","0.562804122145181","0.616553090045167","0.487589321496209","0.586704401848962","0.577368513109876","0.541151079552429","0.516747014024654","0.513350270793663","0.606438102197401","0.51880044678227","0.56520063188895","0.505126594743955","0.498943640957529","0.565531826241845","0.548775011856373","0.510078900185996","0.601571086224703","0.563310889850133","0.590307164569335","0.553298382539836","0.518063997624566","0.563995215375693","0.519910092455362","0.522818653639055","0.498310175418876","0.541558229831478","0.567484847500925","0.538148836213361","0.507058164404071","0.514594183256911","0.553994516039036","0.539989909901114","0.553886805583653","0.460088468316483","0.490433144669711","0.547051144679443","0.562575625384217","0.502678708124271","0.590525024016167","0.524024103369853","0.585459684842358","0.52398593961117","0.57003969489246","0.650239590711045","0.532745909948274","0.501626883211211","0.559478328699431","0.543627140434071","0.468098276197892","0.539876635673818","0.52111062793188","0.570201174252108","0.560149284292804","0.577016727071643","0.530888553025745","0.540524290706218","0.555189670541154","0.496269374844659","0.602487683074611","0.54906626350927","0.580997109576943","0.623454625632474","0.652342433045189","0.584338627292558","0.638780663936061","0.60231542856383","0.591701202747086","0.608025391712018","0.541043781530165","0.560392589159671","0.552182261191471","0.581118601967144","0.617753417117866","0.544718287461453","0.598927851954302","0.54419375798726","0.560878738045817","0.620771613315039","0.544442465421178"
"CKS2","0.888518426868882","0.715348612949133","0.775228450136057","0.823014353276869","0.854968465383138","0.876806164150028","0.808043925788623","0.739112213040624","0.756729319444713","0.838766858964625","0.8069387714906","0.822616664431367","0.789531469274516","0.82328296800181","0.789335754416668","0.839638416663939","0.754743496294345","0.840557530604486","0.814320423749396","0.870648067732258","0.806538263193603","0.833817634662147","0.823181572428104","0.846393462233252","0.701495959982936","0.828311313822765","0.826625753122411","0.85050354878164","0.837678793392965","0.861112165323762","0.875794839188439","0.885656592538023","0.849928010861896","0.796928835224552","0.843821643975443","0.851964423352034","0.877216945276252","0.816857962170287","0.898634696902407","0.883194642104811","0.877592961344542","0.869611531863676","0.834110132874007","0.767416295682378","0.869165932705079","0.837545485320784","0.883248529688129","0.857581332677117","0.872469128900122","0.821470858554233","0.866906346766022","0.825233469012631","0.852567239662815","0.881134434460726","0.810686218876111","0.836315367341583","0.823563940715421","0.808823716858293","0.908537202033631","0.798651440100244","0.822538824992013","0.860740484374225","0.882760815556159","0.869633201053474","0.81517363192011","0.870163487815458","0.787194684600231","0.869970113728711","0.813996593173463","0.766004058757035","0.888269085370038","0.876738638206189","0.766796275503017","0.874698852196423","0.867899128264665","0.895196550403994","0.817843884424705","0.793399184167432","0.825967944430559","0.863753892870387","0.815524065934657","0.815401115748895","0.814789234321495","0.825673169671495","0.909868642303858","0.835576584666195","0.765499672491879","0.838857053776404","0.846918470167538","0.84570208705392","0.925199324815912","0.847411642898718","0.817767656545884","0.880853677411894","0.864040558333406","0.872115926168823","0.862772251012462","0.849021226648775","0.813838539963478","0.905192336097153","0.935051504232165","0.90902612559904","0.873881165765713","0.796427569505948","0.837330723055988","0.890675469240838","0.868437913119024","0.915379175013736","0.921907419916077","0.930851837352983","0.889845937219458"
"BUB1B","0.731185197155414","0.654833153949868","0.704850326615667","0.761060590271013","0.737561816961966","0.73088984752401","0.743086544302728","0.719659709032277","0.670497172023755","0.806511428797657","0.677339745330652","0.789103868572","0.687727503565667","0.785300086960725","0.750692761684515","0.742371484285975","0.735326513637472","0.737190490516733","0.7123779135213","0.78929638212251","0.769764950610299","0.819300394618177","0.704560025275327","0.777047539699663","0.632052295957769","0.742208351982376","0.773262822252327","0.690249726819966","0.777386567222059","0.837268570310849","0.787236143032508","0.747127639334747","0.776853278029143","0.756976019765995","0.718518720613086","0.733589565277604","0.765537538197449","0.736586912869207","0.774926249231963","0.769298595962318","0.831916042285857","0.685806311898654","0.757137474755842","0.690301068385709","0.715703769686216","0.71398255538652","0.715552423630499","0.666577249050627","0.837753720821723","0.707427239732102","0.722286902239903","0.782668175942373","0.737813274973634","0.760455854001022","0.682656631417142","0.668965903254819","0.760953013889975","0.780920542651164","0.823786426055013","0.75594067750955","0.756729319444713","0.774720467353895","0.706434873926801","0.730014551168481","0.714249519512655","0.701284856404917","0.689541319301054","0.794147458332861","0.789983829195231","0.727761866998442","0.751421256938803","0.768792969952651","0.64521951145446","0.712102040937096","0.735976104490336","0.749423322598061","0.747688207751313","0.744110496746653","0.76324611519847","0.754660308147799","0.738548035112101","0.747010955100875","0.774867679100858","0.762597178676103","0.77452392033669","0.81902690088378","0.694536048318818","0.751789079153447","0.744364935885721","0.735902439582198","0.794610614938517","0.781678276533922","0.732520812671166","0.843960182540788","0.735696877341448","0.809003256302953","0.748416016315698","0.778006079645669","0.756327696619073","0.74433638238505","0.814305997680737","0.799763832852377","0.764185556615447","0.76123219878143","0.802008281240246","0.779093500372858","0.736485161397241","0.804853596327994","0.746674772777311","0.859756156151718","0.825123450782654"
"PAICS","0.731169932915791","0.626359727801268","0.701197168044358","0.773315469273435","0.738447331472644","0.6487345728308","0.710276358048399","0.666596949053159","0.736845241605712","0.816465690982489","0.67924010577392","0.687746065242359","0.649679386731515","0.762322677877171","0.700762292826988","0.731964005607783","0.729711366819558","0.674261848631308","0.741729127197019","0.749361541390491","0.681549446069962","0.816758072706895","0.691106971377731","0.77964497784238","0.590743596414857","0.683854286800889","0.804160385488359","0.73055454927823","0.77210367750317","0.778977268091553","0.774482335145368","0.745996048293312","0.775469301789608","0.775698227215701","0.723171657131364","0.825108973483222","0.727639175718217","0.750971333160753","0.747942793994984","0.776637603470349","0.842149188179307","0.70821238420419","0.703285985546729","0.708922881625268","0.709805561215459","0.777577407456364","0.730614555483457","0.743489320751401","0.80115248746502","0.780007225052872","0.677623404695461","0.709573152628714","0.720062281377983","0.709372078129151","0.771472099284803","0.712616448496414","0.679557734424215","0.75870667383424","0.789335754416668","0.703461668125506","0.747606379847492","0.76839014569956","0.783979066520167","0.767127409209018","0.668943567000119","0.714300251926339","0.732253687344519","0.766297601571271","0.713579757027201","0.757013626299384","0.737501159163118","0.737970602004774","0.704771301905094","0.701641011723571","0.753354322746483","0.71585020445239","0.742208351982376","0.72860252000389","0.79164292592324","0.775164084302713","0.738045492687202","0.735005648682592","0.735546633504838","0.748899016138544","0.801894621164936","0.722686624266996","0.762713288098617","0.708992157949875","0.765911271110336","0.771500814880505","0.773539321896825","0.757619428362014","0.818219170288733","0.802483479550961","0.841462292221465","0.733314139717602","0.797161029484718","0.714470635785808","0.722566935037119","0.746487218984938","0.776827167605548","0.806833945108784","0.791302659989893","0.749928167921329","0.826109861218696","0.801464277510352","0.679808182364462","0.818713790462363","0.754968956944562","0.859379887021473","0.75366077073449"
"RAB31","0.780437344973807","0.843741383785353","0.855498511496676","0.765664922974527","0.842211107823646","0.789453142184873","0.813853008446429","0.883707514511782","0.946058167037226","0.92554631480681","0.815536783971153","0.826139350213852","0.79605727381758","0.83786425797719","0.844936679470419","0.765175295531808","0.712164360582387","0.849928010861896","0.916278622395328","0.896065072637487","0.899069610453694","0.894510587450162","0.858174962492833","0.858454008489112","0.902757977620245","0.837457801160569","0.843335444450662","0.882888914142941","0.92097503169407","0.788610152889793","0.929627111859356","0.882888914142941","0.899708657322145","0.866864252387285","0.829279978312528","0.872529524099654","0.838749997552302","0.808410915949781","0.787593077619951","0.816384769110498","0.926920104396457","0.864191938066231","0.882214343082431","0.936236895144862","0.829060337067446","0.935666902338723","0.881578216589065","0.896399120431035","0.881753574488839","0.813476008572328","0.919003704599758","0.820302820450502","0.928399882534471","0.848617618075557","0.894416778545788","0.767755690702292","0.902757977620245","0.873012605628863","0.793514157418259","0.879929152261024","0.809071418045623","0.831054547291556","0.850129616175174","0.904294007711931","0.934739261366618","0.883560589293038","0.780994610084823","0.822472964220125","0.886858960863697","0.776813513164639","0.859531448401131","0.8214574384803","0.871837287467291","0.836906684840519","0.82561466428891","0.79058100009107","0.804523528614799","0.943410452383907","0.87805207072301","0.806647069008471","0.827512512982759","0.860597989550068","0.888626003240554","0.849278208336987","0.868884774443797","0.862451554988598","0.844860697153945","0.894876056244705","0.801128704399429","0.83203331118065","0.892144790517197","0.803405872537789","0.824715370083955","0.893206665117556","0.84365734262485","0.873234037955142","0.807816761473493","0.864249716879426","0.741192753798828","0.948793499401377","0.882088553231397","0.843433449017058","0.826966931698545","0.955931986158232","0.902172490373714","0.914910003062603","0.897426258291468","0.899555392453974","0.856040622189294","0.907948875940666","0.887155644719615"
"CDK1","0.817284203339989","0.646486582435209","0.768715242754448","0.78485300774707","0.856005032550505","0.81007102824518","0.788038099743344","0.800888938140317","0.736674445179049","0.766547086026391","0.765458865628463","0.78022796256128","0.789227825767348","0.848805051109991","0.806281642574557","0.775054971858153","0.757784888677247","0.779719540283986","0.746159699694845","0.815836722056602","0.803775276756395","0.829630984019309","0.730321248636473","0.843148080836437","0.629211246774043","0.747729461740904","0.759796008686239","0.767138352102243","0.81021329575879","0.877727525761822","0.816064363989071","0.82666802944557","0.761367789712837","0.836937412147684","0.759598452275709","0.839686639195521","0.794547652723485","0.815836722056602","0.816289147376718","0.82171528290102","0.843087351675218","0.764927189340222","0.787758071321218","0.669646353869672","0.780840818352221","0.797487379020459","0.843674528261271","0.708892321306605","0.833960739213084","0.755413936414883","0.852140403110295","0.818657826954021","0.799383724598604","0.854540940511223","0.768035391450672","0.734672966299062","0.749717279716864","0.761788219793976","0.865778016302261","0.775164084302713","0.805285151921635","0.811038240418314","0.805615199007163","0.797213370395666","0.78802730098028","0.809648953750764","0.778094266813205","0.803213699248628","0.792678623949036","0.764702584221569","0.823509304312074","0.805860028208229","0.778055860599444","0.866618104904735","0.800313695697823","0.856162358563732","0.800573061617321","0.787437036634146","0.833817634662147","0.837047448016939","0.821431609595425","0.747111663373485","0.810672775100322","0.791251297400784","0.858415281161896","0.843218783627715","0.759625839959721","0.777810301223277","0.8036026867466","0.777449271000334","0.864230457490958","0.847606703878102","0.775536672057257","0.86886281359368","0.845821334583414","0.839798581420704","0.805104424537002","0.847841663607342","0.812707848259572","0.822472964220125","0.834260658295334","0.866596922913914","0.831160723554632","0.801810049191543","0.825403773674174","0.842165313133189","0.811417555661992","0.781097234569063","0.823364172264661","0.885606019688617","0.817652758004335"
"DIEXF","0.604055766383634","0.548474142129403","0.550916751009921","0.632978719388009","0.619798805306668","0.537873677163984","0.603971589779772","0.540240718288444","0.643029912033266","0.715366235451934","0.676719536237956","0.63583903560191","0.61147689312076","0.715147968381105","0.623233814620243","0.573907481630111","0.665363783178225","0.671415075468325","0.606932826659866","0.645526302489092","0.590345917925148","0.685697771494656","0.608596305421798","0.68869629228559","0.631532009266199","0.678947939307206","0.64641777872941","0.602458887609782","0.650199720201426","0.692047330085051","0.716125461828599","0.586804214314865","0.601476777901314","0.665860992969306","0.627539238546431","0.689410403650475","0.626724210345761","0.663332773424595","0.651674597803895","0.613756675875359","0.681351249396304","0.660614786274998","0.630783323435468","0.543330773216305","0.644907352935137","0.674343890640898","0.649391297897852","0.555709725268275","0.667309264244018","0.618621323872317","0.642414604406503","0.635765459141275","0.564908415888881","0.583254036825021","0.599284867971883","0.590189133909766","0.602128261743848","0.615563779260081","0.597097292671728","0.590404760648043","0.584849434024403","0.67193932457418","0.543330773216305","0.602718809416504","0.613878861215941","0.606773947857317","0.650674974754577","0.571498778185414","0.635550044772317","0.594756376920901","0.61070948602454","0.600233504888934","0.590864063498036","0.674719258988237","0.712102040937096","0.649519549995316","0.617979597488225","0.613397119218798","0.655725404738043","0.646393760758469","0.639912249055996","0.623162790058595","0.620980461110225","0.6579244215135","0.621355643399321","0.668099429938432","0.65142999314995","0.626701459658907","0.658868927985903","0.531161189814524","0.66212069026925","0.700543693094203","0.709573152628714","0.666948701370947","0.737813274973634","0.608900278762155","0.702172449921262","0.738060333471762","0.792416691479205","0.650176198681275","0.600206615603736","0.691218659461172","0.625658143893818","0.689283069656598","0.69498995753918","0.631902231052709","0.636352678522946","0.641066491877438","0.590128197309722","0.703878795962564","0.654235192208047"
"PICALM","0.570664288305124","0.549220887925301","0.547194930971203","0.613450703422305","0.627092956590827","0.609400818115009","0.59145802096758","0.63419882564114","0.628354176469017","0.668772510100452","0.622530179724481","0.640327323315466","0.591307163016419","0.638722400473951","0.616500365623095","0.617086967176621","0.620797870613605","0.614028089886989","0.585211663014919","0.676636398023798","0.604525058649771","0.61510802815492","0.61510802815492","0.599623176278822","0.57081868587013","0.590743596414857","0.581061218364245","0.618032387353051","0.653632606633447","0.641882595260079","0.684817572085673","0.696114440499624","0.656409154094958","0.672366913904087","0.612827745061326","0.684236643993509","0.649280580186299","0.525205452294857","0.654166660141163","0.604280731193283","0.725922969235756","0.593094051566791","0.644072037909148","0.552363111106492","0.650056191802968","0.673816603363123","0.694090653494873","0.588552159163869","0.68502842956231","0.630571526150173","0.679845821990789","0.604496483963742","0.570922753564953","0.608848081258101","0.558090151441785","0.578721173470229","0.658476524980729","0.557980542411558","0.647763995140001","0.58888608049686","0.581061218364245","0.595173832604543","0.680721209479144","0.604109463493183","0.691869372794464","0.555079002565124","0.589525648749257","0.563451247150704","0.643361320141786","0.575335679752138","0.625687142912562","0.621629320234647","0.638557414837625","0.641835594278431","0.577743371966621","0.703425579658441","0.663131611585332","0.623136328089921","0.637235236598711","0.626578292695478","0.616711012174574","0.62158104435184","0.648971901636952","0.592841666997403","0.653951005768469","0.710308404652831","0.637866971770898","0.676142668920263","0.62581036251139","0.597776054333744","0.680545460925974","0.683297432462978","0.676739264382499","0.728664080373292","0.675131572435384","0.637030717586983","0.687549327010421","0.692087607604773","0.63256662324112","0.697028750016527","0.657204163817153","0.686524162285499","0.683711343672513","0.703371098794841","0.696020082882472","0.713350415134351","0.668043931108068","0.593652643266414","0.707062583055328","0.716210661037417","0.644347419250015"
"SDHD","0.783790033546969","0.773593027900284","0.77255131049129","0.802768147836482","0.839322819766484","0.772960739673784","0.811157480905008","0.759378579808517","0.775150087605494","0.856776442935129","0.802549224039196","0.806580026628428","0.79186076584652","0.845591463654656","0.755104616095382","0.832181361137797","0.820561582988971","0.755212827576027","0.776444988060437","0.867002688093243","0.787355790344589","0.831552754922663","0.727170612510251","0.843316294889369","0.730967571434086","0.777681318126509","0.828296455163778","0.774586003166252","0.833415055661708","0.850182035586439","0.785823339932506","0.828353121632313","0.81007102824518","0.809154835433536","0.760026127832548","0.811038240418314","0.81021329575879","0.759942298564708","0.833400884028554","0.823985567116813","0.862898474132897","0.724201333979993","0.78676839855323","0.732298947174706","0.841782128274495","0.816260064518057","0.810003107238397","0.776484057217176","0.864500157660272","0.822273971559139","0.807762502663423","0.81153923494298","0.757771726630418","0.770779702540538","0.757493101383516","0.774653220302747","0.813753668227067","0.811000090953789","0.845988656487746","0.817955992584909","0.735247502721313","0.812746436633476","0.816901538723399","0.725889128240645","0.813703203883725","0.661995992761102","0.75339719429102","0.853836469485919","0.809408750973622","0.820424771511556","0.760616459001765","0.80357658148628","0.763645677766003","0.849448889094296","0.723857077132814","0.82345823860889","0.835545349591237","0.806483744532727","0.813895282593418","0.821674291703345","0.813996593173463","0.801322598427819","0.808978703712627","0.831973799625467","0.820727479000126","0.857846063455677","0.816414366273452","0.781626300430187","0.840062745254659","0.824534207381546","0.796824435738112","0.829132394643068","0.853531590285649","0.824339996639701","0.847257565148201","0.789983829195231","0.835115062815976","0.850661527926097","0.806833945108784","0.812488975113173","0.830425720959801","0.887182316989506","0.830864104868626","0.823677892321235","0.839781220746949","0.80766863580225","0.804914278369426","0.777968969197345","0.78863674229541","0.861499718691332","0.836558619329363"
"LAMTOR5","0.632882360742698","0.601180404311449","0.594788611144582","0.582175458070105","0.61605509560018","0.631215419914289","0.657862237428175","0.606164525981576","0.595262807299442","0.643794697029707","0.569108745902395","0.633790136773506","0.60630103912236","0.599507715690624","0.627386691355992","0.622377984048162","0.621552070839783","0.597661752891778","0.614597207097176","0.673134381633502","0.65244621096786","0.631948047779851","0.600320244289661","0.633858239351665","0.600402788776255","0.623658721681892","0.68048591926592","0.608690992036875","0.620604790760577","0.723349762942402","0.716944326454064","0.613676467801075","0.668353498125465","0.661061694104516","0.659710609999595","0.686283997259705","0.63772055185789","0.614161872711476","0.711787491510104","0.650479479177592","0.670594048008679","0.618937066091578","0.610495808417144","0.568575637931612","0.609312697011526","0.686434516558727","0.624592215243655","0.600650273803746","0.720757570464869","0.667162464674551","0.65205491768087","0.641973841098343","0.613829040424025","0.623432792885875","0.621335798406536","0.616344150224697","0.622080979625153","0.62440944108605","0.665687880331996","0.63300296189624","0.623972191297307","0.672496288761299","0.678108763070335","0.677894112674746","0.61070948602454","0.550740358695064","0.593348546259982","0.666387845562752","0.633650690430581","0.56520063188895","0.634293919107411","0.620438849670976","0.631433041630069","0.635040257277725","0.690157116379385","0.684913344780391","0.614447385988108","0.641548561561543","0.672450524365412","0.648507615142159","0.60043216281722","0.578815447981784","0.650220736345158","0.623863715447528","0.678511691609362","0.649856012082353","0.617006223935513","0.667009904388334","0.644955088401237","0.593652643266414","0.655350796767378","0.682256644260848","0.711871148599217","0.722376285119052","0.696203643937245","0.622183223180255","0.609607695856338","0.586578727045323","0.638677391243459","0.739556138584915","0.565461960207135","0.711834349041605","0.653424786756857","0.720303021682496","0.671519091073368","0.729711366819558","0.631691342763292","0.59620323717938","0.699621941671545","0.731527356778991","0.663021015046773"
"THBS2","0.93600071308555","0.959646087658592","1.01369106419447","0.944896487110708","1.01312028021814","0.953612978096305","0.916663298364058","1.03069856534714","1.06807595646069","1.03554548369501","1.03503836741178","0.9586905921322","0.922523421264452","0.98761915278845","1.01393597301894","0.881317320388254","0.820061189518299","0.970622234834498","1.05203259150761","1.02982577788","1.03877704417611","1.03258878165086","1.03305706519438","1.00862478059483","1.07769879886081","1.03258878165086","0.973560802879323","1.02466835553777","1.04056572516204","0.932949044622925","1.08654349311887","1.033581931346","1.0490019754357","1.04214575131396","0.977072629998579","0.999604931747515","0.985233495528705","0.933074846018277","0.895616829616206","0.967421755312024","1.03305706519438","1.01369106419447","1.02948152246425","1.06685308697751","0.991887720987583","1.05454844654117","1.03209844166483","1.02948152246425","0.986350394135104","0.991289898583115","1.07354596656888","0.98183064642817","1.04528797642244","0.996891625329116","1.04459850090995","0.980710444950853","1.02982577788","1.02982577788","0.880028657939873","1.05376514229041","0.969421586675189","0.962883502218997","1.00209617393399","1.02948152246425","1.06807595646069","1.05623316288732","0.978427528502818","1.0083785301903","1.03112594989366","0.942415084488855","0.982527534057271","0.984392478537551","1.0242743678621","0.986861438018494","0.995417027817258","0.885799919496656","0.964375099612444","1.06441065924252","1.02547626891442","0.967661556763766","1.00422265702661","1.04109332857675","1.04404390308438","0.995180240416452","1.0083785301903","0.979218786017163","1.01814732703569","1.03821577910436","0.954622264244092","0.976460821298786","1.02323218396278","0.968450666475671","0.977072629998579","1.03554548369501","1.0399602823149","1.04109332857675","0.951931714551408","1.06112867210452","0.930851837352983","1.07636486635373","1.02054285726014","0.987255516477525","1.00635295236443","1.07898241391604","1.04528797642244","1.07084264482403","1.04459850090995","1.02163343882929","1.01008885535605","1.06807595646069","1.0490019754357"
